id,label,title,year,venue,status,tags,doi,paper_url,preprint_url,code_url,added_at,updated_at,code_status,tag_review_basis
cellxpert,CellxPert,CellxPert: Inference-Time MCMC Steering of a Multi-Omics Single-Cell Foundation Model for In-Silico Perturbation,2026,ICLR,published,Foundation Model|Perturbation|Multimodal|Spatial|Protein,,https://arxiv.org/abs/2605.00930,,,,2026-09-26,not_found,abstract
perturbation-representation,Perturbation Representation,What Makes a Representation Good for Single-Cell Perturbation Prediction?,2026,arXiv,preprint,Perturbation|Representation Learning|Benchmark,,,https://arxiv.org/abs/2605.19343,,,2026-09-26,not_found,abstract
cistranscell,CisTransCell,"CisTransCell: Single-Cell Perturbation Prediction via Gene Function, Regulatory Control, and Cellular Context",2026,arXiv,preprint,Perturbation|Gene Regulation|Multimodal,,,https://arxiv.org/abs/2606.13713,,,2026-09-26,not_found,abstract
latent-causal-processes,Latent Causal Processes,Learning Latent Dynamical Causal Processes for Single-Cell Perturbation Prediction,2026,arXiv,preprint,Perturbation|Dynamics|Gene Regulation,,,https://arxiv.org/abs/2605.25581,,,2026-09-26,not_found,abstract
msinfer,msInfer,Large-scale proteome inference from unpaired single-cell transcriptomic and proteomic data by msInfer,2026,Research Square,preprint,Protein|Multimodal|Tool,10.21203/rs.3.rs-9068677/v1,,https://doi.org/10.21203/rs.3.rs-9068677/v1,,,2026-09-26,not_found,abstract
stack,Stack,Stack: In-Context Learning of Single-Cell Biology,2026,bioRxiv,preprint,Foundation Model|Representation Learning|Perturbation,,,https://www.biorxiv.org/content/10.64898/2026.01.09.698608v1,https://github.com/ArcInstitute/stack,,2026-09-26,repository_linked,abstract
bioworldmodel,BioWorldModel,BioWorldModel: a single architecture predicts phenotype from genotype across four kingdoms of life,2026,bioRxiv,preprint,World Model|Dynamics|Related,10.64898/2026.03.27.714912,,https://doi.org/10.64898/2026.03.27.714912,,,2026-09-26,not_found,abstract
gene-importance,Gene Importance,Scoring gene importance by interpreting single-cell foundation models,2026,Nature Biotechnology,published,Foundation Model|Gene Regulation|Tool,10.1038/s41587-026-03112-5,https://doi.org/10.1038/s41587-026-03112-5,,,,2026-09-26,not_found,abstract
hi-c-fm,Hi-C FM,"A generalizable Hi-C foundation model for chromatin architecture, single-cell and multiomics analysis across species",2026,Nature Methods,published,Foundation Model|Gene Regulation|Multimodal,10.1038/s41592-026-03097-8,https://doi.org/10.1038/s41592-026-03097-8,,,,2026-09-26,not_found,abstract
virtual-spatial-tumor,Virtual Spatial Tumor,Cellular architecture and neighborhood-informed virtual spatial tumor profiling from histopathology,2026,Cell,published,Morphology|Spatial|Protein|Multimodal,10.1016/j.cell.2026.05.031,https://doi.org/10.1016/j.cell.2026.05.031,,,,2026-09-26,not_found,abstract
syncell,SynCell,A framework for building a synthetic cell from the SynCell Asia Initiative,2026,Nature Biotechnology,published,Virtual Cell|Review|Related,10.1038/s41587-026-03153-w,https://doi.org/10.1038/s41587-026-03153-w,,,,2026-09-26,not_found,title_and_metadata
3d-genome-fm,3D Genome FM,A foundation model to help understand the regulatory implications of 3D genome organization,2026,Nature Methods,published,Foundation Model|Gene Regulation|Review,10.1038/s41592-026-03098-7,https://doi.org/10.1038/s41592-026-03098-7,,,,2026-09-26,not_found,title_and_metadata
tissueformer-population-phenotypes,Tissueformer,Tissueformer: extending single-cell foundation models to predict population-level phenotypes,2026,BMC Bioinformatics,published,Foundation Model|Representation Learning,10.1186/s12859-026-06490-4,https://doi.org/10.1186/s12859-026-06490-4,,,,2026-09-26,not_found,abstract
cytosignal,CytoSignal,CytoSignal detects locations and dynamics of ligand–receptor signaling at cellular resolution from spatial transcriptomic data,2026,Nature Genetics,published,Spatial|Dynamics|Gene Regulation|Tool,10.1038/s41588-026-02624-9,https://doi.org/10.1038/s41588-026-02624-9,,,,2026-09-26,not_found,abstract
graphene-seq,graphene-seq,In situ graphene-seq: spatial transcriptomics and chronic electrophysiological characterization of tissue microenvironments,2026,Nature Communications,published,Spatial|Multimodal|Dynamics|Dataset,10.1038/s41467-026-73883-7,https://doi.org/10.1038/s41467-026-73883-7,,,,2026-09-26,not_found,abstract
deep-molecular-profiling,Deep Molecular Profiling,Deep molecular profiling in three dimensions,2026,Nature Methods,published,Spatial|Multimodal|Review,10.1038/s41592-026-03149-z,https://doi.org/10.1038/s41592-026-03149-z,,,,2026-09-26,not_found,title_and_metadata
spamosaic,SpaMosaic,Mosaic integration of spatial multi-omics with SpaMosaic,2026,Nature Genetics,published,Spatial|Multimodal|Protein|Representation Learning,10.1038/s41588-026-02573-3,https://doi.org/10.1038/s41588-026-02573-3,,,,2026-09-26,not_found,abstract
computational-landscape,Computational Landscape,Charting the computational landscape of single-cell genetic perturbation,2026,Journal of Advanced Research,published,Perturbation|Review,10.1016/j.jare.2026.06.012,https://doi.org/10.1016/j.jare.2026.06.012,,,,2026-09-26,not_found,abstract
veloagent,veloAgent,Dissecting and steering cell dynamics using spatially-informed RNA velocity with veloAgent,2026,Molecular Systems Biology,published,Dynamics|Spatial|Intervention Design,10.1038/s44320-026-00213-w,https://doi.org/10.1038/s44320-026-00213-w,,https://github.com/mcgilldinglab/veloAgent,,2026-09-26,project_match,abstract
morphodynamics,Morphodynamics,Single-cell morphodynamics predict cell fate decisions during mucociliary epithelial differentiation,2026,Molecular Systems Biology,published,Morphology|Dynamics,10.1038/s44320-026-00212-x,https://doi.org/10.1038/s44320-026-00212-x,,,,2026-09-26,not_found,abstract
single-cell-notebooks,Single Cell Notebooks,The Single Cell Notebooks for inclusive and accessible training in single-cell and spatial omics,2026,Nature Genetics,published,Tool|Spatial,10.1038/s41588-026-02584-0,https://doi.org/10.1038/s41588-026-02584-0,,,,2026-09-26,not_found,title_and_metadata
captain,CAPTAIN,CAPTAIN: a multimodal foundation model pretrained on co-assayed single-cell RNA and protein,2026,Nature Communications,published,Foundation Model|Multimodal|Protein|Representation Learning,10.1038/s41467-026-72882-y,https://doi.org/10.1038/s41467-026-72882-y,https://doi.org/10.1101/2025.07.07.663366,https://github.com/iamjiboya/CAPTAIN,,2026-09-26,repository_linked,abstract
scpformer,scpFormer,scpFormer: A Foundation Model for Unified Representation and Integration of the Single-Cell Proteomics,2026,arXiv,preprint,Foundation Model|Protein|Representation Learning,,,https://arxiv.org/abs/2604.20003,,,2026-09-26,not_found,abstract
multipert,MultiPert,MultiPert: An adversarial alignment and dual attention framework for single-cell multi-omics perturbation prediction,2026,PLOS Computational Biology,published,Perturbation|Multimodal|Protein,10.1371/journal.pcbi.1014054,https://doi.org/10.1371/journal.pcbi.1014054,,https://github.com/MengyuanZhaoo/MultiPert,,2026-09-26,project_match,abstract
pdgrapher,PDGrapher,Combinatorial prediction of therapeutic perturbations using causally inspired neural networks,2025,Nature Biomedical Engineering,published,Perturbation|Intervention Design|Gene Regulation|Representation Learning,10.1038/s41551-025-01481-x,https://doi.org/10.1038/s41551-025-01481-x,https://www.biorxiv.org/content/10.1101/2024.01.03.573985v5,https://github.com/mims-harvard/PDGrapher,2026-09-26,2026-09-26,paper_linked,abstract
pairing,PAIRING,Identifying an optimal perturbation to induce a desired cell state by generative deep learning,2025,Cell Systems,published,Perturbation|Intervention Design|Representation Learning,10.1016/j.cels.2025.101405,https://doi.org/10.1016/j.cels.2025.101405,,https://doi.org/10.5281/zenodo.15848686,2026-09-26,2026-09-26,paper_linked,abstract
arc-phenotype-landscape-reversion,ARC,Reverse control of biological networks to restore phenotype landscapes,2025,Science Advances,published,Intervention Design|Gene Regulation|Dynamics|Related,10.1126/sciadv.adw3995,https://doi.org/10.1126/sciadv.adw3995,,https://github.com/Insoo-Jung/Phenotype-Landscape-Reversion,2026-09-26,2026-09-26,paper_linked,abstract
perturbnet,PerturbNet,PerturbNet predicts single-cell responses to unseen chemical and genetic perturbations,2025,Molecular Systems Biology,published,Perturbation|Intervention Design|Representation Learning,10.1038/s44320-025-00131-3,https://doi.org/10.1038/s44320-025-00131-3,https://doi.org/10.1101/2022.07.20.500854,https://github.com/welch-lab/PerturbNet,2026-09-26,2026-09-26,repository_linked,abstract
genejepa,GeneJEPA,GeneJEPA: A Predictive World Model of the Transcriptome,2025,bioRxiv,preprint,JEPA|World Model|Foundation Model|Representation Learning|Perturbation,10.1101/2025.10.14.682378,,https://doi.org/10.1101/2025.10.14.682378,https://github.com/BiostateAI/GeneJEPA,,2026-09-26,repository_linked,abstract
stella,STELLA,STELLA: Towards a Biomedical World Model with Self-Evolving Multimodal Agents,2025,bioRxiv,preprint,Agent|Multimodal|Related,10.1101/2025.07.01.662467,,https://doi.org/10.1101/2025.07.01.662467,https://github.com/zaixizhang/STELLA,,2026-09-26,repository_linked,abstract
scprint-2,scPRINT-2,scPRINT-2: Towards the Next Generation of Cell Foundation Models and Benchmarks,2025,bioRxiv,preprint,Foundation Model|Representation Learning|Perturbation|Gene Regulation|Benchmark,10.64898/2025.12.11.693702,,https://doi.org/10.64898/2025.12.11.693702,https://github.com/cantinilab/scPRINT-2,,2026-09-26,repository_linked,abstract
pertpy,Pertpy,Pertpy: an End-to-end Framework for Perturbation Analysis,2025,Nature Methods,published,Perturbation|Tool,,https://www.nature.com/articles/s41592-025-02909-7,,https://github.com/scverse/pertpy,,2026-09-26,repository_linked,abstract
benchmarking,Benchmarking,Benchmarking Algorithms for Generalizable Single-Cell Perturbation Response Prediction,2025,Nature Methods,published,Benchmark|Perturbation|Foundation Model,,https://www.nature.com/articles/s41592-025-02980-0,,https://github.com/bm2-lab/scPerturBench/,,2026-09-26,repository_linked,abstract
deepspot2cell,DeepSpot2Cell,DeepSpot2Cell: Predicting Virtual Single-Cell Spatial Transcriptomics from H&E images using Spot-Level Supervision,2025,NeurIPS,published,Spatial|Morphology|Multimodal,,https://openreview.net/forum?id=ofCkwXQKaz,,https://github.com/ratschlab/DeepSpot2Cell,,2026-09-26,repository_linked,project_documentation
scouter,Scouter,Scouter predicts transcriptional responses to genetic perturbations with large language model embeddings,2025,Nature Computational Science,published,Perturbation,,https://www.nature.com/articles/s43588-025-00912-8,,https://github.com/PancakeZoy/scouter,,2026-09-26,paper_linked,abstract
gperturb,GPerturb,GPerturb: Gaussian process modelling of single-cell perturbation data,2025,Nature Communications,published,Perturbation,,https://www.nature.com/articles/s41467-025-61165-7,,https://github.com/hwxing3259/GPerturb,,,project_match,abstract
squidiff,Squidiff,Squidiff: Predicting Cellular Development and Responses to Perturbations using a Diffusion Model,2025,Nature Methods,published,Perturbation|Dynamics,,https://www.nature.com/articles/s41592-025-02877-y,,https://github.com/siyuh/Squidiff,,2026-09-26,repository_linked,abstract
nicheformer,Nicheformer,Nicheformer: A Foundation Model for Single-Cell and Spatial Omics,2025,Nature Methods,published,Foundation Model|Spatial|Representation Learning,10.1038/s41592-025-02814-z,https://doi.org/10.1038/s41592-025-02814-z,,https://github.com/theislab/nicheformer,,2026-09-26,repository_linked,abstract
nichecompass,NicheCompass,Quantitative characterization of cell niches in spatially resolved omics data,2025,Nature Genetics,published,Spatial|Gene Regulation|Representation Learning,,https://www.nature.com/articles/s41588-025-02120-6,,https://github.com/Lotfollahi-lab/nichecompass,,2026-09-26,repository_linked,abstract
stamp,STAMP,STAMP: Single-cell transcriptomics analysis and multimodal profiling through imaging,2025,Cell,published,Dataset|Multimodal|Protein|Morphology,10.1016/j.cell.2025.05.027,https://doi.org/10.1016/j.cell.2025.05.027,,,,2026-09-26,not_found,abstract
perturb-fish,Perturb-FISH,"Simultaneous CRISPR screening and spatial transcriptomics reveal intracellular, intercellular, and functional transcriptional circuits",2025,Cell,published,Perturbation|Spatial|Dataset,10.1016/j.cell.2025.02.012,https://doi.org/10.1016/j.cell.2025.02.012,,,,2026-09-26,not_found,abstract
adlf,ADLF,Active Learning Framework Leveraging Transcriptomics Identifies Modulators of Disease Phenotypes,2025,Science,published,Perturbation|Intervention Design,10.1126/science.adi8577,https://doi.org/10.1126/science.adi8577,,https://github.com/Cellarity/drugreflector,,2026-09-26,paper_linked,abstract
tahoe-x1,Tahoe-x1,Tahoe-x1: Scaling Perturbation-Trained Single-Cell Foundation Models to 3 Billion Parameters,2025,bioRxiv,preprint,Foundation Model|Perturbation|Representation Learning,10.1101/2025.10.23.683759,,https://doi.org/10.1101/2025.10.23.683759,https://github.com/tahoebio/tahoe-x1,,2026-09-26,repository_linked,abstract
lpm,LPM,In Silico Biological Discovery with Large Perturbation Models,2025,Nature Computational Science,published,Foundation Model|Perturbation|Multimodal,10.1038/s43588-025-00870-1,https://doi.org/10.1038/s43588-025-00870-1,,https://github.com/perturblib/perturblib,,2026-09-26,repository_linked,abstract
cellnavi,CellNavi,CellNavi Predicts Genes Directing Cellular Transitions by Learning a Gene Graph-Enhanced Cell State Manifold,2025,Nature Cell Biology,published,Perturbation|Intervention Design|Gene Regulation,10.1038/s41556-025-01755-1,https://doi.org/10.1038/s41556-025-01755-1,,https://github.com/DLS5-Omics/CellNavi,,2026-09-26,repository_linked,abstract
epiagent,EpiAgent,EpiAgent: Foundation Model for Single-Cell Epigenomics,2025,Nature Methods,published,Foundation Model|Representation Learning|Gene Regulation,10.1038/s41592-025-02822-z,https://doi.org/10.1038/s41592-025-02822-z,,https://github.com/xy-chen16/EpiAgent,,2026-09-26,repository_linked,abstract
cellwhisperer,CellWhisperer,Multimodal learning enables chat-based exploration of single-cell data,2025,Nature Biotechnology,published,Foundation Model|Multimodal|Representation Learning|Tool,,https://www.nature.com/articles/s41587-025-02857-9,,https://github.com/epigen/CellWhisperer,,2026-09-26,repository_linked,abstract
crispr-gpt,CRISPR-GPT,CRISPR-GPT for Agentic Automation of Gene-Editing Experiments,2025,Nature Biomedical Engineering,published,Agent|Perturbation|Intervention Design|Tool,10.1038/s41551-025-01463-z,https://doi.org/10.1038/s41551-025-01463-z,,https://github.com/cong-lab/crispr-gpt-pub,,2026-09-26,repository_linked,abstract
systema,Systema,Systema: A Framework for Evaluating Genetic Perturbation Response Prediction Beyond Systematic Variation,2025,Nature Biotechnology,published,Benchmark|Perturbation,10.1038/s41587-025-02777-8,https://doi.org/10.1038/s41587-025-02777-8,,https://github.com/mlbio-epfl/systema,,2026-09-26,repository_linked,abstract
impa,IMPA,Predicting cell morphological responses to perturbations using generative modeling,2025,Nature Communications,published,Perturbation|Morphology,,https://www.nature.com/articles/s41467-024-55707-8,,https://github.com/theislab/IMPA,,2026-09-26,repository_linked,abstract
phenoprofiler,PhenoProfiler,PhenoProfiler: Advancing Morphology Representations for Image-based Drug Discovery,2025,Nature Communications,published,Morphology|Representation Learning,,https://www.nature.com/articles/s41467-025-60033-1,,https://github.com/QSong-github/PhenoProfiler,,2026-09-26,repository_linked,project_documentation
periscope,PERISCOPE,A genome-wide atlas of human cell morphology,2025,Nature Methods,published,Morphology|Perturbation|Dataset,,https://www.nature.com/articles/s41592-024-02537-7,,https://github.com/broadinstitute/2022_PERISCOPE,,2026-09-26,repository_linked,abstract
morph-map,Morph Map,Morphological map of under- and overexpression of genes in human cells,2025,Nature Methods,published,Morphology|Perturbation|Dataset,,https://www.nature.com/articles/s41592-025-02753-9,,https://github.com/jump-cellpainting/2025_Chandrasekaran_NatureMethods_Morphmap,,2026-09-26,project_match,abstract
morphdiff,MorphDiff,Prediction of Cellular Morphology Changes under Perturbations with a Transcriptome-Guided Diffusion Model,2025,Nature Communications,published,Perturbation|Morphology|Multimodal,,https://www.nature.com/articles/s41467-025-63478-z,,https://github.com/biomap-research/MorphDiff,,2026-09-26,project_match,abstract
rbio-1,rBio-1,rBio1-Training Scientific Reasoning LLMs with Biological World Models as Soft Verifiers,2025,bioRxiv,preprint,Agent|World Model|Perturbation,10.1101/2025.08.18.670981,,https://doi.org/10.1101/2025.08.18.670981,https://github.com/czi-ai/rbio,,2026-09-26,repository_linked,abstract
scvi-hub,Scvi-hub,Scvi-hub: An Actionable Repository for Model-Driven Single-Cell Analysis,2025,Nature Methods,published,Tool|Dataset,10.1038/s41592-025-02799-9,https://doi.org/10.1038/s41592-025-02799-9,,https://github.com/YosefLab/scvi-hub-reproducibility,,2026-09-26,repository_linked,abstract
graphvelo,GraphVelo,GraphVelo Allows for Accurate Inference of Multimodal Velocities and Molecular Mechanisms for Single Cells,2025,Nature Communications,published,Dynamics|Multimodal|Gene Regulation,,https://www.nature.com/articles/s41467-025-62784-w,,https://github.com/xing-lab-pitt/GraphVelo,,2026-09-26,repository_linked,abstract
stereo-cell,Stereo-Cell,Stereo-Cell: Spatial Enhanced-Resolution Single-Cell Sequencing with High-Density DNA Nanoball-Patterned Arrays,2025,Science,published,Spatial|Dataset|Multimodal,10.1126/science.adr0475,https://doi.org/10.1126/science.adr0475,,https://github.com/haoshijie13/Stereo-cell-paper-code,,2026-09-26,repository_linked,abstract
stofm,SToFM,SToFM: A Multi-scale Foundation Model for Spatial Transcriptomics,2025,ICML,published,Spatial|Foundation Model|Representation Learning,,https://openreview.net/forum?id=PQx66EJUu0,,https://github.com/PharMolix/SToFM,,2026-09-26,repository_linked,project_documentation
nicheflow,NicheFlow,Modeling Microenvironment Trajectories on Spatial Transcriptomics with NicheFlow,2025,NeurIPS,published,Spatial|Dynamics,,https://openreview.net/forum?id=5ofJyjgrth,,https://github.com/kristiyansakalyan/nicheflow,,2026-09-26,repository_linked,project_documentation
scgpt-spatial,scGPT-spatial,scGPT-spatial: Continual Pretraining of Single-Cell Foundation Model for Spatial Transcriptomics,2025,bioRxiv,preprint,Foundation Model|Spatial|Representation Learning,10.1101/2025.02.05.636714,,https://doi.org/10.1101/2025.02.05.636714,https://github.com/bowang-lab/scGPT-spatial,,2026-09-26,repository_linked,abstract
spatialagent,SpatialAgent,SpatialAgent: An Autonomous AI Agent for Spatial Biology,2025,bioRxiv,preprint,Agent|Spatial|Multimodal|Tool,10.1101/2025.04.03.646459,,https://doi.org/10.1101/2025.04.03.646459,https://github.com/Genentech/SpatialAgent,,2026-09-26,repository_linked,abstract
cellflux,CellFlux,CellFlux: Simulating Cellular Morphology Changes via Flow Matching,2025,ICML,published,Perturbation|Morphology,,https://openreview.net/forum?id=3NLNmdheIi,,https://github.com/yuhui-zh15/CellFlux,,2026-09-26,repository_linked,project_documentation
cellclip,CellCLIP,CellCLIP: Learning Perturbation Effects in Cell Painting via Text-Guided Contrastive Learning,2025,NeurIPS,published,Morphology|Perturbation|Multimodal|Representation Learning,,https://papers.nips.cc/paper_files/paper/2025/hash/b4689a8e6ac04c0919f7162365f1248d-Abstract-Conference.html,,https://github.com/suinleelab/CellCLIP,,2026-09-26,repository_linked,project_documentation
celtic,CELTIC,Cell context-dependent in silico organelle localization in label-free microscopy images,2025,Nature Methods,published,Morphology|Protein,,https://www.nature.com/articles/s41592-025-02960-4,,https://github.com/zaritskylab/CELTIC,,2026-09-26,repository_linked,abstract
morphodiff,MorphoDiff,MorphoDiff: Cellular Morphology Painting with Diffusion Models,2025,ICLR,published,Perturbation|Morphology,10.1101/2024.12.19.629451,https://openreview.net/forum?id=PstM8YfhvI,https://doi.org/10.1101/2024.12.19.629451,https://github.com/bowang-lab/MorphoDiff,,2026-09-26,repository_linked,abstract
prescribe,PRESCRIBE,PRESCRIBE: Predicting Single-Cell Responses with Bayesian Estimation,2025,NeurIPS,published,Perturbation,,https://openreview.net/forum?id=A5O41ntKjk,,,,,not_found,title_and_metadata
gde,GDE,Generative Distribution Embeddings: Lifting Autoencoders to the Space of Distributions for Multiscale Representation Learning,2025,NeurIPS,published,Representation Learning|Morphology|Related,,https://openreview.net/forum?id=ERQRSnqLRb,https://arxiv.org/abs/2505.18150,,,2026-09-26,not_found,abstract
cellpb,CellPB,Benchmarking AI Models for in Silico Gene Perturbation of Cells,2025,bioRxiv,preprint,Benchmark|Perturbation,10.1101/2024.12.20.629581,,https://doi.org/10.1101/2024.12.20.629581,https://github.com/Chen-Li-17/CellPB,,2026-09-26,project_match,abstract
perturbench,PerturBench,Benchmarking Machine Learning Models for Cellular Perturbation Analysis,2025,NeurIPS,published,Benchmark|Perturbation|Tool,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/8aee537279a66ced96319dfca3c00002-Abstract-Datasets_and_Benchmarks_Track.html,,https://github.com/altoslabs/perturbench,,2026-09-26,repository_linked,project_documentation
cellforge,CellForge,CellForge: Agentic Design of Virtual Cell Models,2025,arXiv,preprint,Agent|Virtual Cell|Perturbation,,,https://arxiv.org/abs/2508.02276,https://github.com/gersteinlab/CellForge,,2026-09-26,repository_linked,abstract
cradle-vae,Cradle-VAE,Cradle-VAE: Enhancing Single-Cell Gene Perturbation Modeling with Counterfactual Reasoning-based Artifact Disentanglement,2025,AAAI,published,Perturbation|Representation Learning,,https://ojs.aaai.org/index.php/AAAI/article/view/33695,,https://github.com/dmis-lab/CRADLE-VAE,,2026-09-26,repository_linked,project_documentation
xtransfercdr,XTransferCDR,Learning Cross-Domain Representations for Transferable Drug Perturbations on Single-Cell Transcriptional Responses,2025,AAAI,published,Perturbation|Representation Learning,,https://ojs.aaai.org/index.php/AAAI/article/view/34073,,https://github.com/hliulab/XTransferCDR,,2026-09-26,project_match,project_documentation
deep-learning-perturbation-baselines,Brief Communication,Deep-Learning-Based Gene Perturbation Effect Prediction Does Not Yet Outperform Simple Linear Baselines,2025,Nature Methods,published,Benchmark|Perturbation|Foundation Model,10.1038/s41592-025-02772-6,https://doi.org/10.1038/s41592-025-02772-6,,https://github.com/const-ae/linear_perturbation_prediction-Paper,,2026-09-26,repository_linked,abstract
drifting-islands-embedding-metrics,Brief Communication,Limitations of Cell Embedding Metrics Assessed Using Drifting Islands,2025,Nature Biotechnology,published,Benchmark|Representation Learning,10.1038/s41587-025-02702-z,https://doi.org/10.1038/s41587-025-02702-z,,https://github.com/Genentech/Islander,,2026-09-26,repository_linked,abstract
geneagent,GeneAgent,GeneAgent: Self-Verification Language Agent for Gene-Set Analysis Using Domain Databases,2025,Nature Methods,published,Agent|Gene Regulation|Tool,10.1038/s41592-025-02748-6,https://doi.org/10.1038/s41592-025-02748-6,,https://github.com/ncbi-nlp/GeneAgent,,2026-09-26,repository_linked,abstract
theory,Theory,Human Interpretable Grammar Encodes Multicellular Systems Biology Models to Democratize Virtual Cell Laboratories,2025,Cell,published,Virtual Cell|Review|Tool|Dynamics,10.1016/j.cell.2025.06.048,https://doi.org/10.1016/j.cell.2025.06.048,,https://github.com/physicell-models/grammar_samples,,2026-09-26,repository_linked,abstract
gremln,GREmLN,GREmLN: A Cellular Regulatory Network-Aware Transcriptomics Foundation Model,2025,bioRxiv,preprint,Foundation Model|Gene Regulation|Representation Learning,10.1101/2025.07.03.663009,,https://doi.org/10.1101/2025.07.03.663009,https://github.com/czi-ai/GREmLN,,2026-09-26,project_match,abstract
causcell,CausCell,Causal Disentanglement for Single-Cell Representations and Controllable Counterfactual Generation,2025,Nature Communications,published,Perturbation|Representation Learning|Dynamics,10.1038/s41467-025-62008-1,https://doi.org/10.1038/s41467-025-62008-1,,https://github.com/bm2-lab/CausCell,,2026-09-26,repository_linked,abstract
clip-n,CLIP^n,Transitive Prediction of Small-Molecule Function through Alignment of High-Content Screening Resources,2025,Nature Biotechnology,published,Morphology|Perturbation|Representation Learning,10.1038/s41587-025-02729-2,https://doi.org/10.1038/s41587-025-02729-2,,https://github.com/AltschulerWu-Lab/CLIPn,,2026-09-26,repository_linked,abstract
drugpt,DrugPT,DrugPT: A Flexible Framework for Integrating Gene and Chemical Representations in Perturbation Modeling,2025,bioRxiv,preprint,Perturbation|Multimodal,10.1101/2025.07.25.665130,,https://doi.org/10.1101/2025.07.25.665130,,,2026-09-26,not_found,abstract
omnipert,OmniPert,OmniPert: A Deep Learning Foundation Model for Predicting Responses to Genetic and Chemical Perturbations in Single Cancer Cells,2025,bioRxiv,preprint,Foundation Model|Perturbation,10.1101/2025.07.02.662744,,https://doi.org/10.1101/2025.07.02.662744,,,2026-09-26,not_found,abstract
unagi,UNAGI,A Deep Generative Model for Deciphering Cellular Dynamics and in Silico Drug Discovery in Complex Diseases,2025,Nature Biomedical Engineering,published,Dynamics|Perturbation|Intervention Design,10.1038/s41551-025-01423-7,https://doi.org/10.1038/s41551-025-01423-7,,https://github.com/mcgilldinglab/UNAGI,,2026-09-26,repository_linked,abstract
omiclip,OmiCLIP,A Visual-Omics Foundation Model to Bridge Histopathology with Spatial Transcriptomics,2025,Nature Methods,published,Foundation Model|Spatial|Morphology|Multimodal,10.1038/s41592-025-02707-1,https://doi.org/10.1038/s41592-025-02707-1,,https://github.com/GuangyuWangLab2021/Loki,,2026-09-26,repository_linked,abstract
octo-vc,OCTO-vc,OCTO-vc: Virtual Cells in Real Tissue,2025,© by Noetik,published,Virtual Cell|Spatial|Perturbation|Morphology,,,,,,2026-09-26,not_found,title_and_metadata
unicure,UniCure,Unicure: A Foundation Model for Predicting Personalized Cancer Therapy Response,2025,bioRxiv,preprint,Foundation Model|Perturbation|Multimodal|Intervention Design,,,https://www.biorxiv.org/content/10.1101/2025.06.14.658531v1,https://github.com/ZexiChen502/UniCure,,2026-09-26,repository_linked,abstract
cell-graphcompass,Cell-GraphCompass,Cell-GraphCompass: Modeling Single Cells with Graph Structure Foundation Model,2025,National Science Review,published,Foundation Model|Gene Regulation|Representation Learning,10.1093/nsr/nwaf255,https://doi.org/10.1093/nsr/nwaf255,,https://github.com/epang-ucas/Cell-Graph-Compass,,2026-09-26,repository_linked,abstract
scprint,scPRINT,scPRINT: Pre-training on 50 Million Cells Allows Robust Gene Network Predictions,2025,Nature Communications,published,Foundation Model|Gene Regulation|Representation Learning,10.1038/s41467-025-58699-1,https://doi.org/10.1038/s41467-025-58699-1,,https://github.com/cantinilab/scPRINT,,2026-09-26,paper_linked,abstract
cellfm,CellFM,CellFM: A Large-Scale Foundation Model Pre-trained on Transcriptomics of 100 Million Human Cells,2025,Nature Communications,published,Foundation Model|Representation Learning|Perturbation|Gene Regulation,10.1038/s41467-025-59926-5,https://doi.org/10.1038/s41467-025-59926-5,,https://github.com/biomed-AI/CellFM,,2026-09-26,repository_linked,abstract
c2s-scale,C2S-Scale,C2S-Scale: Scaling Large Language Models for Next-Generation Single-Cell Analysis,2025,bioRxiv,preprint,Foundation Model|Multimodal|Representation Learning|Perturbation,10.1101/2025.04.14.648850,,https://doi.org/10.1101/2025.04.14.648850,https://github.com/vandijklab/cell2sentence,,2026-09-26,repository_linked,abstract
scnet,scNET,scNET: Learning Context-Specific Gene and Cell Embeddings by Integrating Single-Cell Gene Expression Data with Protein-Protein Interactions,2025,Nature Methods,published,Representation Learning|Gene Regulation,10.1038/s41592-025-02627-0,https://doi.org/10.1038/s41592-025-02627-0,,https://github.com/madilabcode/scNET,,2026-09-26,project_match,abstract
procyon,ProCyon,ProCyon: A multimodal foundation model for protein phenotypes,2025,bioRxiv,preprint,Foundation Model|Protein|Multimodal,10.1101/2024.12.10.627665,,https://doi.org/10.1101/2024.12.10.627665,https://github.com/mims-harvard/ProCyon,,2026-09-26,repository_linked,abstract
subcell,SubCell,SubCell: Proteome-aware vision foundation models for microscopy capture single-cell biology,2025,bioRxiv,preprint,Foundation Model|Morphology|Protein|Representation Learning,10.1101/2024.12.06.627299,,https://doi.org/10.1101/2024.12.06.627299,https://github.com/CellProfiling/subcell-embed,,2026-09-26,project_match,abstract
token-mol-1-0,Token-Mol 1.0,Token-Mol 1.0: Tokenized Drug Design with Large Language Models,2025,Nature Communications,published,Related|Multimodal,10.1038/s41467-025-59628-y,https://doi.org/10.1038/s41467-025-59628-y,,https://github.com/jkwang93/Token-Mol,,2026-09-26,project_match,abstract
comment,Comment,Virtual Cells for Predictive Immunotherapy,2025,Nature Biotechnology Comment,published,Virtual Cell|Review|Intervention Design,,https://www.nature.com/articles/s41587-025-02583-2,,,,2026-09-26,not_found,title_and_metadata
